Gene	01_CPTAC_COprospective_Proteome_VU_20150901	02_CPTAC_COprospective_Proteome_VU_20150904	03_CPTAC_COprospective_Proteome_VU_20150915	04_CPTAC_COprospective_Proteome_VU_20150915	05_CPTAC_COprospective_Proteome_VU_20150915	06_CPTAC_COprospective_Proteome_VU_20150915	07_CPTAC_COprospective_Proteome_VU_20150915	08_CPTAC_COprospective_Proteome_VU_20150928	09_CPTAC_COprospective_Proteome_VU_20150928	100_CPTAC_COprospective_Proteome_VU_20160806	101_CPTAC_COprospective_Proteome_VU_20160806	102_CPTAC_COprospective_Proteome_VU_20160806	103_CPTAC_COprospective_Proteome_VU_20160808	10_CPTAC_COprospective_Proteome_VU_20151002	11_CPTAC_COprospective_Proteome_VU_20151002	12_CPTAC_COprospective_Proteome_VU_20151016	13_CPTAC_COprospective_Proteome_VU_20151030	14_CPTAC_COprospective_Proteome_VU_20151030	15_CPTAC_COprospective_Proteome_VU_20151102	16_CPTAC_COprospective_Proteome_VU_20151102	17_CPTAC_COprospective_Proteome_VU_20151105	18_CPTAC_COprospective_Proteome_VU_20151105	19_CPTAC_COprospective_Proteome_VU_20151112	20_CPTAC_COprospective_Proteome_VU_20151112	21_CPTAC_COprospective_Proteome_VU_20151112	22_CPTAC_COprospective_Proteome_VU_20150202	23_CPTAC_COprospective_Proteome_VU_20150215	24_CPTAC_COprospective_Proteome_VU_20150215	25_CPTAC_COprospective_Proteome_VU_20160726	26_CPTAC_COprospective_Proteome_VU_20150810	27_CPTAC_COprospective_Proteome_VU_20150810	28_CPTAC_COprospective_Proteome_VU_20150810	29_CPTAC_COprospective_Proteome_VU_20150810	30_CPTAC_COprospective_Proteome_VU_20150810	31_CPTAC_COprospective_Proteome_VU_20150810	32_CPTAC_COprospective_Proteome_VU_20150818	33_CPTAC_COprospective_Proteome_VU_20150818	34_CPTAC_COprospective_Proteome_VU_20150824	35_CPTAC_COprospective_Proteome_VU_20150901	36_CPTAC_COprospective_Proteome_VU_20150824	37_CPTAC_COprospective_Proteome_VU_20150904	38_CPTAC_COprospective_Proteome_VU_20150904	39_CPTAC_COprospective_Proteome_VU_20150909	40_CPTAC_COprospective_Proteome_VU_20150909	41_CPTAC_COprospective_Proteome_VU_20151124	42_CPTAC_COprospective_Proteome_VU_20151124	43_CPTAC_COprospective_Proteome_VU_20151130	44_CPTAC_COprospective_Proteome_VU_20151202	45_CPTAC_COprospective_Proteome_VU_20151202	46_CPTAC_COprospective_Proteome_VU_20151209	47_CPTAC_COprospective_Proteome_VU_20151209	48_CPTAC_COprospective_Proteome_VU_20151209	49_CPTAC_COprospective_Proteome_VU_20151222	50_CPTAC_COprospective_Proteome_VU_20151222	51_CPTAC_COprospective_Proteome_VU_20160215	52_CPTAC_COprospective_Proteome_VU_20160223	53_CPTAC_COprospective_Proteome_VU_20160226	54_CPTAC_COprospective_Proteome_VU_20160226	55_CPTAC_COprospective_Proteome_VU_20160630	56_CPTAC_COprospective_Proteome_VU_20160303	57_CPTAC_COprospective_Proteome_VU_20160317	58_CPTAC_COprospective_Proteome_VU_20160318	59_CPTAC_COprospective_Proteome_VU_20160308	60_CPTAC_COprospective_Proteome_VU_20160311	61_CPTAC_COprospective_Proteome_VU_20160707	62_CPTAC_COprospective_Proteome_VU_20160311	63_CPTAC_COprospective_Proteome_VU_20160316	64_CPTAC_COprospective_Proteome_VU_20160318	65_CPTAC_COprospective_Proteome_VU_20160322	66_CPTAC_COprospective_Proteome_VU_20160323	67_CPTAC_COprospective_Proteome_VU_20160324	68_CPTAC_COprospective_Proteome_VU_20160406	69_CPTAC_COprospective_Proteome_VU_20160407	70_CPTAC_COprospective_Proteome_VU_20160421	71_CPTAC_COprospective_Proteome_VU_20160414	72_CPTAC_COprospective_Proteome_VU_20160422	73_CPTAC_COprospective_Proteome_VU_20160422	74_CPTAC_COprospective_Proteome_VU_20160422	75_CPTAC_COprospective_Proteome_VU_20160502	76_CPTAC_COprospective_Proteome_VU_20160502	77_CPTAC_COprospective_Proteome_VU_20160504	78_CPTAC_COprospective_Proteome_VU_20160915	79_CPTAC_COprospective_Proteome_VU_20160510	80_CPTAC_COprospective_Proteome_VU_20160517	81_CPTAC_COprospective_Proteome_VU_20160915	82_CPTAC_COprospective_Proteome_VU_20160520	83_CPTAC_COprospective_Proteome_VU_20160524	84_CPTAC_COprospective_Proteome_VU_20160524	85_CPTAC_COprospective_Proteome_VU_20160630	86_CPTAC_COprospective_Proteome_VU_20160628	87_CPTAC_COprospective_Proteome_VU_20160701	88_CPTAC_COprospective_Proteome_VU_20160705	89_CPTAC_COprospective_Proteome_VU_20160707	90_CPTAC_COprospective_Proteome_VU_20160728	92_CPTAC_COprospective_Proteome_VU_20160728	93_CPTAC_COprospective_Proteome_VU_20160729	94_CPTAC_COprospective_Proteome_VU_20160729	97_CPTAC_COprospective_Proteome_VU_20160801	98_CPTAC_COprospective_Proteome_VU_20160804	99_CPTAC_COprospective_Proteome_VU_20160801
SF3B5	0.301	0.301		0.000		0.301	0.477	0.000	0.477		0.000		0.000	0.602	0.301		0.301	0.000	0.301	0.477		0.301	0.477		0.000	0.301	0.000	0.000	0.301					0.000	0.301	0.602			0.000							0.301	0.477	0.778	0.000		0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000		0.000					0.000																								0.000	0.301	0.477	0.000	0.000	0.477		0.301	0.000				
SF3B6	0.477	0.477	0.477	0.301	0.477	0.301	0.301	0.000	0.699	0.602	0.477		0.477	0.699	0.477		0.699	0.301	0.477	0.000	0.000	0.477	0.778	0.301	0.000	0.699	0.602		0.699	0.301	0.301	0.602	0.477	0.954	0.301	0.778	0.000	0.000	0.602	0.000	0.000		0.000	0.301	0.000	0.699	0.699	0.845	0.602	0.301	0.845	0.699	0.301	0.699	0.301	0.477	0.000	0.602	0.000	0.778	0.477	0.301		0.301	0.699	0.477	0.301	0.301	0.845		0.000		0.477		0.477	0.301	0.000		0.477	0.000	0.477	0.301	0.000	0.477	0.301	0.301	0.477	0.477	0.301	0.699	0.699	0.699	0.602	0.301	0.301	0.477		0.000	0.000	0.301	
SFN	1.322	1.079	1.176	1.398	1.176	1.415	1.362	1.230	1.398	1.041	1.146	0.954	1.114	1.431	1.362	1.176	1.079	0.954	1.255	1.204	0.954	1.146	1.079	1.000	1.114	1.079	0.954	1.362	1.230	1.462	1.255	1.362	1.079	1.255	1.079	1.362	1.255	1.146	1.342	1.176	1.176	0.903	0.778	1.000	1.000	1.380	1.462	1.322	1.342	1.230	1.146	1.301	1.322	1.230	1.176	1.544	1.322	1.447	1.079	1.398	0.845	0.845	1.176	1.000	1.000	1.362	1.041	1.041	1.041	1.041	1.255	0.778	1.079	0.903	0.778	1.041	0.845	1.079	1.000	1.041	1.079	1.041	1.114	0.477	1.204	0.477	1.230	1.000	1.255	1.230	1.255	1.146	0.903	1.204	1.114	1.176	1.176	1.079	1.079	1.114	
SFPQ	1.462	1.079	1.230	1.279	1.114	1.362	1.255	1.322	1.362	1.230	1.230	1.000	1.114	1.279	1.204	1.204	1.362	1.146	1.176	1.176	1.279	1.204	1.176	1.000	1.041	1.342	1.176	1.041	1.301	1.380	1.477	1.505	1.342	1.342	1.279	1.431	1.380	1.255	1.342	1.279	1.255	1.079	1.362	1.380	1.041	1.415	1.462	1.623	1.477	1.447	1.380	1.462	1.505	1.505	1.398	1.544	1.447	1.591	1.079	1.602	1.255	1.176	1.342	1.176	1.415	1.447	1.462	1.362	1.556	1.146	1.415	1.301	1.079	0.845	1.279	1.146	1.204	0.903	1.447	1.255	1.301	1.230	1.301	1.279	1.342	1.079	1.342	1.204	1.342	1.380	1.568	1.602	1.415	1.279	1.041	1.204	1.176	1.146	1.230	1.204	
SFRP1					0.477																														0.301		0.000	0.000	0.000						0.699																0.000																												0.477							0.000					
SFRP2																								0.477								0.301			0.301				0.000										0.000				0.301																			0.000						0.000										0.000	0.000								0.000	0.477			
SFRP4			0.000					0.000		0.477								0.301						0.301	0.301				0.477			0.477	0.301		0.477				0.000							0.000						0.000	0.000			0.000	0.301		0.000								0.000				0.000	0.000					0.000	0.000	0.301	0.000	0.000			0.477		0.000		0.477	0.477	0.301			0.301	0.477		0.301	0.477	0.000			
SFSWAP																																0.000		0.000		0.301				0.000							0.301	0.301																	0.000	0.000			0.301																					0.000	0.000		0.000								
SFT2D2														0.000	0.000																								0.000							0.000		0.000						0.000			0.000			0.000				0.000					0.000		0.000								0.000		0.000		0.000	0.000	0.000	0.000	0.000														
SFT2D3	0.000			0.000	0.000				0.000						0.000		0.000					0.000				0.000	0.000	0.000				0.000	0.000			0.000			0.000								0.301				0.000	0.000																0.000			0.000																0.000					0.000									
SFXN1	1.146	0.699	0.602	1.176	1.041	1.114	1.000	1.041	1.114	1.176	0.778	0.301	0.903	1.079	1.079	1.000	0.954	0.845	0.845	1.041	1.041	0.954	0.903	1.146	0.845	1.000	1.000	1.079	1.176	1.114	1.176	1.204	1.114	1.000	0.778	1.204	0.845	0.778	1.114	0.903	0.778	0.301	0.602	0.778	0.778	1.079	1.176	1.279	1.114	1.176	1.146	1.041	1.146	0.903	0.699	1.041	0.699	0.778	0.699	0.954	0.477	0.699	0.903	0.699	0.903	0.903	0.778	0.903	0.903	0.477	0.699	0.477	0.845	0.301	0.903	0.903	0.845	0.602	0.699	0.301	0.778	0.301	0.903	0.903	0.903	0.778	0.477	0.954	0.602	1.114	1.000	0.954	1.041	0.954	0.699	0.845	0.903	1.041	0.903	0.954	
SFXN2	0.000	0.000	0.301	0.301		0.000		0.000			0.000		0.000				0.000			0.000			0.000				0.000	0.301	0.000	0.477	0.301	0.000		0.000		0.000										0.000		0.000	0.000	0.000	0.000		0.301			0.000		0.000		0.000					0.000		0.000	0.000	0.000						0.000												0.000				0.301		0.000					0.000			
SFXN3	0.954	0.954	0.778	0.954	1.146	1.114	1.114	1.041	0.903	0.903	1.079	0.602	0.845	1.000	0.954	0.954	1.204	1.000	1.041	1.000	0.903	1.079	0.954	1.000	0.903	1.146	0.699	0.778	0.903	0.903	1.041	1.176	1.204	0.903	0.903	1.041	0.903	0.954	1.230	0.778	0.477	0.000	0.477	0.477	0.903	1.255	0.903	1.279	0.903	0.845	1.000	1.255	1.041	1.000	1.176	1.230	1.000	0.778	0.903	0.845	1.079	1.041	0.954	0.778	1.114	0.699	0.477	0.845	0.845	0.954	1.079	0.845	1.079	0.301	0.477	0.903	1.000	0.954	0.301	0.000	0.602	0.477	0.778	0.845	1.000	0.778	0.000	1.146	1.176	1.204	1.146	1.114	1.041	1.114	0.602	0.699	1.041	1.000	0.301	0.778	
SFXN4	0.000																0.000	0.000			0.000	0.000	0.000	0.000						0.000				0.000	0.000	0.000	0.000		0.000					0.000		0.301	0.301	0.699	0.000	0.000		0.000	0.000	0.301		0.000	0.301	0.000			0.000				0.000				0.000		0.301					0.000														0.477	0.477										
SGCB	0.000					0.000		0.301						0.000	0.000		0.000	0.000	0.000	0.000	0.000	0.000		0.000	0.301							0.000	0.000				0.301	0.477	0.000			0.000			0.602	0.000		0.000	0.000		0.000	0.301		0.000	0.000			0.000	0.000			0.000	0.000		0.301		0.000			0.000			0.000					0.000							0.000				0.477			0.000	0.301	0.000			0.301			0.000	
SGCD	0.602		0.301			0.602		0.301	0.000	0.477	0.000	0.000	0.301			0.301	0.301	0.301	0.000	0.000				0.000	0.000	0.301		0.000	0.000	0.000		0.301	0.477				0.477	0.602	0.602	0.301	0.301				0.699	0.699		0.000	0.602	0.000	0.477	0.301	0.301	0.477	0.477	0.477	0.477	0.477	0.602			0.477	0.000		0.301		0.000			0.602			0.301	0.000							0.301				0.000	0.000		0.000	0.699	0.301		0.000	0.301	0.602	0.000	0.000	0.301	0.000	0.000		
SGCE	0.000		0.000			0.000				0.301				0.000		0.301								0.301	0.602	0.477				0.000		0.301			0.301		0.602	0.602	0.301						0.000	0.477			0.477	0.000	0.000	0.000	0.301	0.000					0.000			0.301			0.301			0.000		0.301	0.000		0.000	0.301				0.000										0.301	0.301				0.477	0.000	0.000		0.301	0.000			
SGK3		0.000	0.000	0.000			0.000		0.000					0.000				0.000	0.000			0.000								0.301		0.477	0.000			0.000															0.301	0.000	0.000	0.301		0.301			0.000											0.000													0.000	0.000							0.000	0.000	0.000								
SGPL1	0.954	0.778	0.845	0.699	0.477	0.699	0.699	0.778	0.778	0.301	0.000	0.477	0.000	0.845	0.301	0.301	0.954	0.000	0.903	0.602	0.699	0.301	0.301	0.778	0.477	0.699	0.301	0.699	0.845	0.778	0.845	0.778	0.301	0.602	0.845	0.699	0.903	0.602	0.778	0.778	0.477	0.477	0.301	0.778	0.301	0.903	0.602	0.845	0.845	0.477	0.903	0.778	0.903	0.903	0.602	1.000	0.602	0.699	0.477	0.699	0.477	0.301	0.301	0.301	0.602	0.602	0.477	0.477	0.699	0.301	0.477	0.602	0.477		0.301	0.699	0.602	0.778	0.477	0.301	0.000	0.000	0.477	0.301	0.699		0.477	0.301	0.477	0.778	1.041	1.114	0.845	0.845	0.477	0.778	0.699	0.477	0.699	0.301	
SGSH	0.301				0.301			0.000	0.000													0.000				0.000				0.000	0.000	0.000		0.000	0.301	0.301		0.000	1.041																0.000		0.000	0.000					0.000			0.301																										0.000									
SGSM3		0.000							0.000																	0.000				0.000		0.301															0.602	0.000					0.000					0.000																																											
SGTA	0.000	0.477	0.301	0.301	0.477	0.602	0.477	0.477	0.602	0.000	0.301	0.699	0.477	0.699	0.301	0.301	0.477	0.301	0.000	0.301	0.000	0.602	0.301	0.301	0.602	0.778	0.477	0.000	0.477	0.699	0.301	0.778	0.602	0.845	0.602	0.699	0.477	0.477	0.602	0.000	0.602	0.301	0.477	0.301		0.602	0.301	0.602	0.699	0.477	0.477	0.602	0.000	0.301	0.301	0.000	0.602	0.301	0.477	0.477	0.301	0.000	0.699	0.477	0.699	0.699	0.301		0.000	0.000	0.477	0.000	0.000	0.000	0.477	0.477	0.000	0.477	0.477	0.477	0.477		0.602	0.301	0.301	0.301	0.477	0.301	0.301	0.477	0.778	0.602	0.602	0.477	0.301	0.477	0.477	0.301	0.602	0.301	
SH2D1A							0.000		0.000	0.000																				0.000						0.000																																					0.000																					0.000		0.000	0.000		0.000	0.000	
SH2D4A		0.000		0.000	0.000			0.000	0.000					0.301	0.301	0.000													0.000	0.000		0.301		0.000		0.301			0.000	0.000							0.301		0.301			0.000	0.000							0.000					0.301										0.000														0.000		0.477						0.000			0.000	
SH3BGRL	1.204	0.903	1.146	0.845	1.279	1.000	0.903	0.778	1.114	0.699	0.699	0.301	0.477	1.146	0.954	1.230	0.845	1.204	1.000	0.954	0.778	1.041	0.845	1.114	1.301	0.954	0.778	1.000	0.602	0.699	0.845	0.903	1.146	0.903	1.114	0.778	0.903	1.079	0.778	0.477	0.699	0.778	0.477	0.000	1.255	0.699	0.903	0.699	1.000	0.699	0.954	1.041	1.041	1.146	1.204	0.954	0.778	0.903	1.114	1.041	0.778	1.079	1.041	0.778	1.079	0.778	0.778	0.699	0.954	1.114	1.041	0.778	0.903	1.114	0.301	0.000	0.954	0.954	0.699	0.954	0.699	0.477	0.000	0.699	0.602	1.079		0.954	1.230	0.602	0.301	0.699	1.146	0.903	0.699	0.602	0.699	0.477	0.477	0.301	
SH3BGRL2	0.000	0.602	0.699	0.602	0.000	0.602	0.477	0.301	0.301	0.000	0.000		0.000	0.301	0.000	0.000	0.602	0.477	0.301	0.477	0.000	0.301	0.602	0.477	0.000	0.477	0.301	0.301	0.301	0.301	0.477	0.301	0.477	0.301	0.000	0.477	0.301	0.301	0.301	0.301		0.301	0.000	0.301	0.301	0.602	0.301	0.602	0.301	0.699	0.602	0.301	0.477	0.602	0.000	0.301	0.602	0.000	0.000	0.301	0.000	0.000	0.000	0.000	0.301		0.301	0.000	0.301	0.301	0.477	0.000			0.000	0.000			0.000	0.301	0.000	0.000		0.000	0.000	0.000	0.000	0.301	0.000	0.301	0.477	0.000	0.301		0.000	0.000		0.000		0.000	
SH3BGRL3	0.954	0.845	0.602	0.903	0.699	0.699	0.954	0.699	0.954	0.301	0.602	0.301	0.477	1.041	0.699	0.699	0.602	0.477	0.602	0.845	0.778	0.699	0.301	0.699	0.699	0.602		0.845	0.778	0.699	0.602	0.778	0.602	0.845	0.778	0.778	0.477	0.477	0.778	0.477	0.699	0.477	0.000	0.477	0.602	0.903	0.699	0.845	0.477	0.477	0.301	0.699	0.845	0.699	0.699	0.602	0.477	0.477	0.301	0.301	0.845	0.301	0.602	0.301	0.778	0.301	0.602	0.477	0.477	0.000	0.602	0.477	0.477	0.000	0.301	0.477	0.602	0.477		0.000		0.000		0.301	0.301	0.301	0.477	0.301	0.778	0.903	0.845	0.845	0.602	0.903	0.699	0.602	0.477	0.301	0.000	0.000	
SH3BP1	0.903	0.000	0.778	0.778	0.000	0.602	0.602	0.845	0.903	0.000	0.301	0.477	0.000	0.903	0.477	0.301	0.000	0.301	0.602	0.000		0.301	0.000	0.000	0.301	0.301		0.778	0.845	0.699	0.301	0.000	0.477	1.176	0.477	0.602			0.301	0.000	0.000	0.301	0.000	0.477	0.000	0.000	0.301	0.699	0.301	0.477	0.602	0.602	0.699	0.000	0.000	0.477	0.000	0.301	0.000	0.301	0.000		0.000		0.477	0.699	0.301	0.477		0.000			0.000		0.301	0.000	0.477		0.477	0.477	0.301	0.301	0.699		0.000	0.000	0.477	0.000	0.477	0.000	0.845	0.301	0.477	0.699	0.301	0.602		0.301	0.477	0.699	
SH3BP4			0.477	0.000	0.301	0.301	0.000	0.477	0.000								0.000		0.301			0.301	0.000	0.000		0.000				0.000		0.000	0.301	0.778	0.477	0.602			0.602							0.477	0.477	0.602		0.000		0.000	0.699	0.301	0.000	0.000		0.477						0.301	0.000			0.301	0.477	0.000						0.000							0.000		0.000						0.000	0.000	0.301	0.000		0.000	0.000	0.301			
SH3D19																	0.000	0.000										0.000					0.000	0.000	0.000	0.000	0.000	0.000							0.000		0.000				0.301		0.301					0.000							0.000														0.000						0.000				0.000	0.301	0.000		0.000				0.000		0.000		
SH3GL1	0.301	0.000	0.000	0.477	0.602	0.602	0.301	0.477	0.602	0.000	0.477	0.301	0.301	0.477	0.000	0.602	0.477	0.699	0.301	0.477	0.602	0.699	0.301	0.778	0.477	0.477	0.477	0.602	0.477	0.699	0.477	0.954	0.845	0.845	0.477	0.778	0.301	0.477	0.477	0.301	0.301		0.301	0.000	0.602	0.845	0.903	0.699	0.301	0.699	0.845	0.778	0.602	0.778	0.602	0.778	0.602	0.699	0.301	0.602	0.301		0.477	0.477	0.602	0.477	0.301	0.000	0.845	0.602	0.602	0.477	0.699	0.301	0.602	0.602	0.477	0.301	0.477	0.699	0.000	0.000	0.602	0.602	0.699	0.477	0.845	0.301	0.477	0.778	0.845	1.000	0.477	0.301	0.301	0.301	0.477	0.301	0.477	0.301	
SH3GLB1	0.845	0.699	0.778	0.000	0.602	0.699	0.477	0.699	0.699	0.477	0.778	0.602	0.477	0.602	0.477	0.845	0.903	0.699	0.699	0.699	0.699	0.778	0.845	0.778	0.602	0.602	0.477	0.477	0.903	0.954	0.954	1.041	0.778	0.903	0.699	0.903	0.845	0.477	0.778	0.301	0.477	0.477	0.778	0.699	0.778	1.000	0.954	0.954	0.903	0.903	0.903	0.903	0.954	1.041	0.778	1.000	0.845	0.699	0.903	0.903	0.699	0.699	0.699	0.903	0.954	0.778	0.903	0.903	0.954	0.699	0.845	0.602	0.903	0.602	0.699	0.602	0.301	0.699	0.477	0.778	0.602	0.778	0.699	0.903	0.903	0.845	0.699	0.778	0.699	0.903	0.954	1.000	1.000	0.903	0.602	0.778	0.778	0.699	0.602	0.845	
SH3GLB2	0.699	0.845	0.602	0.602	0.778	0.699	0.602	0.301	0.602	0.477	0.602	0.477	0.301	0.477	0.477	0.477	0.845	0.301	0.602	0.301	0.301	0.602	0.301	0.000	0.699	0.602	0.602	0.778	0.845	0.699	0.903	0.845	0.477	0.699	0.845	1.176	0.845	0.778	0.778	0.602	0.301	0.301	0.301		0.778	0.903	0.954	1.000	0.845	0.845	0.602	0.903	0.845	0.778	1.000	0.845	0.699	0.845	0.477	0.699	0.477	0.301	0.602	0.000	0.699	0.778	0.000	0.778	0.301	0.000	0.778	0.602	0.477	0.301	0.778	0.477	0.301	0.477	0.477	0.699	0.000	0.000	0.477	0.477	0.699	0.477	0.602	0.477	0.778	1.000	0.778	0.903	1.000	0.778	0.477	0.845	0.845	0.301		0.778	
SH3KBP1	0.602	0.602	0.000	0.000		1.000	0.699		0.301		0.000	0.000		0.477			0.000	0.301	0.602	0.000		0.602	0.602	0.000		0.301	0.301	0.301	0.699	1.041	0.477	0.301	0.000	0.778	0.477	0.954	0.000	0.000	0.477			0.000	0.301		0.000	0.778	1.204	0.602	0.602	0.000	1.041	1.000	0.778	0.477	0.602	0.000	0.602	0.000	0.000	0.000	0.301		0.301	0.301	0.477	0.602	0.477	0.699	0.778	0.477	0.000	0.699	0.301		0.301	0.000	0.000		0.301	0.301	0.000		0.477	0.000	0.602	0.301	0.000	0.477	0.602	0.602	1.000	0.301	0.477	0.778		0.000	1.041			0.301	
SH3PXD2B	0.699	0.000	0.301	0.778	0.699	0.699	0.301	0.477	0.301	0.602	0.477	0.000	0.301	0.000	0.301	0.301	0.301	0.000	0.000		0.301	0.477	0.000	0.602	0.000	0.301			0.301	0.477	0.301	0.301	0.954	0.699	0.778	0.903	0.477	0.477	0.699	0.000				0.301	0.477	0.903	0.000	0.699	0.602	0.301	0.602	0.699	0.778	0.602	0.000	0.699		0.301	0.301	0.301	0.000	0.477	0.301	0.602	0.477	0.000		0.000	0.000	0.301	0.301		0.000			0.301	0.000			0.000		0.301			0.000			0.000	0.778	0.477	0.301	0.000	0.477	0.000		0.477	0.477	0.000	0.000	0.477	
SH3RF2																													0.301	0.301	0.000	0.000	0.000			0.000												0.000												0.000					0.000				0.000						0.000																0.000				0.000						
SH3YL1						0.000		0.000						0.000			0.301		0.000	0.000																										0.000					0.301		0.301	0.000						0.000																																									
SHARPIN	0.000				0.000		0.301									0.000										0.000		0.000	0.000			0.301		0.000													0.000	0.000											0.301	0.000			0.000						0.000					0.000															0.000	0.301	0.000			0.000			0.000			0.000	
SHBG	0.000		0.301																														0.000	0.000	0.000				0.477			0.000			0.000	0.000	0.477		0.000			0.000	0.000			0.000		0.000			0.000					0.000		0.000		0.000	0.000			0.000				0.000													0.000										
SHC1	0.000	0.301			0.477	0.477				0.000					0.000		0.000								0.000	0.000		0.000	0.000	0.301	0.000	0.477	0.301	0.301	0.301	0.477	0.000		0.699			0.000		0.000		0.301		0.699	0.602	0.000	0.602	0.301	0.477	0.301		0.000	0.000	0.301		0.000	0.000		0.000		0.602		0.000	0.477	0.000	0.301					0.301	0.000								0.301	0.000		0.000	0.000	0.301	0.000	0.301	0.000	0.301				0.477	0.301	0.477	0.000	
SHMT1	0.699	0.778	0.477	0.477	0.477	0.301	0.699	0.477	0.903		0.000	0.301	0.301	0.602	0.477		0.602	0.301	0.903	0.602	0.000		0.301			0.301		0.778	0.602	0.778	0.602	0.602	0.845	1.041	0.477	0.699	0.301	0.301	0.000	0.000		0.000	0.000	0.000	0.301	0.903	1.041	0.301	0.778	0.000	0.477	0.602	0.778			0.845		0.699			0.778	0.000	0.602	0.000	0.000	0.699	0.000	0.477	0.699	0.000	0.000		0.477			0.000	0.000	0.000	0.301	0.699		0.477	0.845	0.000	0.301		0.301		0.301	0.778	0.699	0.699	0.477	0.477	0.301	0.301	0.301	0.000	0.000		
SHMT2	1.301	1.204	1.342	1.462	1.342	1.462	1.301	1.380	1.398	1.146	1.279	0.778	1.279	1.342	1.342	1.176	1.380	1.146	1.279	1.204	1.255	1.362	1.204	1.000	0.845	1.279	1.230	1.301	1.623	1.322	1.531	1.380	1.415	1.322	1.255	1.431	1.380	1.146	1.041	1.230	1.342	1.041	1.279	1.322	1.079	1.681	1.431	1.623	1.602	1.398	1.398	1.362	1.580	1.342	1.204	1.580	1.041	1.176	1.000	1.415	1.204	0.845	1.176	1.041	1.380	1.204	1.041	1.114	1.380	1.041	1.301	1.079	1.146	0.602	1.041	1.204	1.146	1.342	1.255	1.146	1.146	1.146	1.204	1.176	1.255	0.845	1.322	1.079	1.204	1.505	1.663	1.431	1.230	1.230	1.146	1.380	1.342	1.301	1.204	1.114	
SHOC2	0.000	0.000		0.000	0.000	0.301	0.000	0.301	0.000	0.000	0.301	0.000		0.000			0.000		0.477		0.000		0.000	0.000	0.000	0.000		0.000	0.000	0.000	0.000	0.477	0.301	0.301	0.301		0.000		0.477	0.000	0.477	0.000	0.301	0.000	0.301	0.301	0.000	0.000				0.000	0.477	0.477	0.477	0.301		0.301		0.000	0.301		0.000	0.477	0.477	0.000			0.602			0.000	0.301						0.000			0.000			0.000			0.000		0.000	0.699	0.301	0.000		0.000	0.000	0.477	0.602	0.477	0.301	
SHPK	0.699	0.000	0.000	0.699	0.301	0.000	0.301	0.000	0.699					0.477	0.000		0.301		0.000		0.000	0.301		0.000	0.000	0.000			0.000	0.000		0.301		0.778	0.000	0.000								0.000	0.000	0.477	0.000	0.301	0.000	0.000	0.477	0.602	0.301			0.301								0.000		0.301			0.000				0.000		0.000				0.000						0.000		0.000			0.000	0.301	0.000	0.000		0.301		0.000				
SHROOM3			0.000				0.000				0.000					0.000	0.000	0.000		0.000												0.000		0.000		0.602	0.000										0.000	0.301			0.000	0.000	0.000	0.000											0.000																		0.000		0.000					0.301											
SHTN1	0.477		0.000		0.000	0.301			0.477					0.301	0.000	0.301	0.477	0.000	0.602			0.000	0.301		0.301	0.301	0.477	0.477	0.000	0.000	0.301	0.477	0.301	0.301	0.477	0.699		0.000							0.000		0.602	0.602	0.699	0.301	0.301	0.477	0.699	0.000		0.301		0.000		0.477			0.477		0.000			0.000	0.778		0.000					0.000			0.000	0.000	0.000		0.000		0.301	0.000	0.699			0.301	0.845	0.477		0.000			0.000	0.000		0.000	
SIAE	1.176	0.301	0.000	0.477	0.699	0.778	0.477	0.903	1.041				0.000	0.699	0.602	0.602	0.477	0.699	0.602	0.602	0.000	0.602	0.477	0.699	0.477	0.602	0.699	1.041	0.778	1.146	0.778	0.699	1.000	1.176	0.477	1.146	0.602	0.699	0.954	0.699		0.000	0.301	0.000	0.602	0.602	1.041	0.699	0.954	0.602	1.000	0.477	0.845	0.477	0.000	0.000	0.301	0.699	1.000	0.845		0.477	0.000	0.301	0.477	0.301		0.477	0.301	0.000	0.301	0.301		0.000	0.301		0.000					0.000	0.000				0.301	0.000	0.000	0.602	0.699	0.301	0.000	0.477	0.778	0.301					
SIDT2	0.000				0.000												0.000										0.000	0.000																							0.301	0.000				0.000																																		0.000											
SIGIRR	0.301	0.000	0.301	0.477		0.301	0.477	0.000	0.602		0.000			0.301	0.000				0.000	0.301			0.000				0.000	0.000	0.000	0.301	0.000	0.000	0.000	0.000		0.699			0.000				0.000	0.000	0.000	0.000	0.845	0.000	0.301		0.477	0.301	0.477			0.301		0.301	0.000	0.000									0.000				0.000						0.301	0.000			0.477				0.301					0.000						0.000		0.301	
SIGLEC1																																	0.000												0.477																												0.000				0.000	0.000																	0.000		0.000				
SIGMAR1	0.301		0.000	0.000	0.000	0.301		0.301	0.000	0.000	0.000		0.000	0.000	0.000	0.000	0.000		0.000	0.000	0.000	0.301		0.301		0.477	0.000			0.000			0.000	0.000	0.301	0.477	0.301	0.000	0.000	0.301			0.000	0.000		0.000		0.301	0.477	0.301	0.477	0.000	0.301	0.000		0.301	0.000	0.477		0.301			0.000		0.000				0.000		0.301		0.000						0.000	0.000	0.000	0.000	0.000	0.000	0.000		0.000		0.000	0.301	0.301	0.000	0.000	0.000		0.301	0.301	0.477		0.301	
